batch,time,x1,x2
batch 2,4.75,1.3429348463887884e-10,-1.3429346940120663e-10
batch 2,4.800000000000001,2.5272202916510373e-10,-2.527220087124388e-10
batch 2,4.8500000000000005,3.454104408417628e-10,-3.454104146714199e-10
batch 2,4.9,4.123587196688582e-10,-4.1235868727815244e-10
batch 2,4.95,4.5356686564639017e-10,-4.5356682653263616e-10
batch 3,0.0,-3.0,-4.0
batch 3,0.05,-2.9399025717993608,-3.71870340340866
batch 3,0.1,-2.8636656204213238,-3.4701963093237493
batch 3,0.15000000000000002,-2.7762946308124303,-3.2486612074868946
batch 3,0.2,-2.6816178949779212,-3.0494973797524687
batch 3,0.25,-2.5825503418035654,-2.8690551427102067
batch 3,0.30000000000000004,-2.481298698361133,-2.7044288492662596
batch 3,0.35000000000000003,-2.3795213511811637,-2.553295279563268
batch 3,0.4,-2.2784525319744784,-2.4137877928518243
batch 3,0.45,-2.178998941063346,-2.284398122727841
batch 3,0.5,-2.0818148330694544,-2.1638997872290355
batch 3,0.55,-1.9873604286722664,-2.051288246179672
batch 3,0.6000000000000001,-1.8959472143641292,-1.9457342403655908
batch 3,0.65,-1.8077731356494047,-1.8465473036388351
batch 3,0.7000000000000001,-1.7229498950701878,-1.753147233316286
batch 3,0.75,-1.6415240822631094,-1.6650417886653308
batch 3,0.8,-1.5634935737785616,-1.5818091766816966
batch 3,0.8500000000000001,-1.4888201617800751,-1.5030843634043443
batch 3,0.9,-1.417439325788725,-1.4285482938474248
batch 3,0.9500000000000001,-1.3492677476895059,-1.3579194178580407
batch 3,1.0,-1.2842090848553258,-1.2909470046102873
batch 3,1.05,-1.2221583750372413,-1.227405869917354
batch 3,1.1,-1.1630054175015514,-1.1670921694762675
batch 3,1.1500000000000001,-1.1066373115014299,-1.1098200751638987
batch 3,1.2000000000000002,-1.052940372885454,-1.0554191114377893
batch 3,1.25,-1.0018015681357173,-1.003732010754079
batch 3,1.3,-0.9531095612556802,-0.9546129907860692
batch 3,1.35,-0.9067554767100874,-0.9079263485539976
batch 3,1.4000000000000001,-0.8626334364240775,-0.8635453118533232
batch 3,1.4500000000000002,-0.8206409241076239,-0.8213510931821494
batch 3,1.5,-0.7806790207851918,-0.7812321008375847
batch 3,1.55,-0.7426525391769113,-0.7430832781479502
batch 3,1.6,-0.7064700833512629,-0.7068055431059851
batch 3,1.6500000000000001,-0.672044052293347,-0.6723053085065082
batch 3,1.7000000000000002,-0.6392906017670392,-0.6394940670265262
batch 3,1.75,-0.6081295727068794,-0.6082880322088403
batch 3,1.8,-0.5784844043121222,-0.5786078147481728
batch 3,1.85,-0.5502820263674829,-0.5503781404589227
batch 3,1.9000000000000001,-0.5234527422491108,-0.5235275959956415
batch 3,1.9500000000000002,-0.4979301047396478,-0.4979884007329704
batch 3,2.0,-0.47365079332711435,-0.47369619426971565
batch 3,2.0500000000000003,-0.45055448622664934,-0.4505898445468767
batch 3,2.1,-0.4285837337939706,-0.42861127174468094
batch 3,2.15,-0.4076838334633459,-0.4077052795760386
batch 3,2.2,-0.3878027081355769,-0.3878194097818948
batch 3,2.25,-0.3688907877484757,-0.3689037948095372
batch 3,2.3000000000000003,-0.3509008938411728,-0.3509110236670943
batch 3,2.35,-0.333788129244905,-0.3337960181121453
batch 3,2.4000000000000004,-0.3175097709693074,-0.31751591462883555
batch 3,2.45,-0.3020251671036048,-0.3020299517067739
batch 3,2.5,-0.2872956395184225,-0.2872993659410603
batch 3,2.5500000000000003,-0.27328439041013747,-0.2732872933558131
batch 3,2.6,-0.2599564052114668,-0.25995866543199636
batch 3,2.6500000000000004,-0.24727837980543593,-0.24728013931001253
batch 3,2.7,-0.2352186243322725,-0.23521999343906894
batch 3,2.75,-0.2237469975815096,-0.22374806316409748
batch 3,2.8000000000000003,-0.2128348208779404,-0.2128356505200582
batch 3,2.85,-0.20245481784026992,-0.20245546403443476
batch 3,2.9000000000000004,-0.192581036937013,-0.1925815398144368
batch 3,2.95,-0.18318879448738912,-0.18318918569133752
batch 3,3.0,-0.17425460652861077,-0.1742549107969719
batch 3,3.0500000000000003,-0.16575613687397694,-0.1657563736908085
batch 3,3.1,-0.15767213618616413,-0.15767232077854273
batch 3,3.1500000000000004,-0.14998239286601223,-0.14998253686035334
batch 3,3.2,-0.142667676580029,-0.1426677884735045
batch 3,3.25,-0.1357096977882716,-0.1357097842965634
batch 3,3.3000000000000003,-0.12909106402062234,-0.12909113100406808
batch 3,3.35,-0.12279522331251334,-0.12279527541803555
batch 3,3.4000000000000004,-0.11680643322353852,-0.11680647419803476
batch 3,3.45,-0.11110971937976587,-0.1111097521094112
batch 3,3.5,-0.10569083664563104,-0.10569086282929377
batch 3,3.5500000000000003,-0.10053623599259918,-0.10053625621291522
batch 3,3.6,-0.09563302767506296,-0.0956330426373981
batch 3,3.6500000000000004,-0.09096895130942224,-0.0909689624826541
batch 3,3.7,-0.08653234400761778,-0.08653235276615126
batch 3,3.75,-0.08231211216480303,-0.08231211954824935
batch 3,3.8000000000000003,-0.0782977031464074,-0.07829770978525884
batch 3,3.85,-0.07447907914967969,-0.0744790849086188
batch 3,3.9000000000000004,-0.0708466923362097,-0.07084669621836039
batch 3,3.95,-0.06739145916562858,-0.06739146088009394
batch 3,4.0,-0.06410473930090255,-0.06410474004937834
batch 3,4.05,-0.06097831400961434,-0.060978314965999404
batch 3,4.1000000000000005,-0.05800436591634619,-0.058004367617489026
batch 3,4.15,-0.05517545923994005,-0.05517546166154233
batch 3,4.2,-0.05248452016395858,-0.05248452252723883
batch 3,4.25,-0.04992482055225512,-0.049924821428677615
batch 3,4.3,-0.04748995897777767,-0.04748995829977967
batch 3,4.3500000000000005,-0.04517384653708377,-0.04517384580611775
batch 3,4.4,-0.042970692204805275,-0.04297069224650105
batch 3,4.45,-0.040874986700704774,-0.04087498747409177
batch 3,4.5,-0.03888149063524273,-0.0388814917829269
batch 3,4.55,-0.0369852185017598,-0.03698521908103732
batch 3,4.6000000000000005,-0.03518142924609188,-0.035181428786410715
batch 3,4.65,-0.0334656111541314,-0.03346561039708615
batch 3,4.7,-0.03183347433962666,-0.031833474054113055
batch 3,4.75,-0.03028093752428648,-0.0302809378250027
batch 3,4.800000000000001,-0.02880411899244474,-0.028804119661209205
batch 3,4.8500000000000005,-0.02739932595597601,-0.0273993264772756
batch 3,4.9,-0.026063045685176457,-0.02606304555242831
batch 3,4.95,-0.024791936566184728,-0.024791935989934333
batch 4,0.0,-3.0,4.0
batch 4,0.05,-2.2501880193251615,3.20141744394082
batch 4,0.1,-1.6704386366754007,2.5752760548245686
batch 4,0.15000000000000002,-1.2229289900418303,2.083636966575042
batch 4,0.2,-0.8782127173075587,1.6969434704892528
batch 4,0.25,-0.6133664324964194,1.392167215666382
batch 4,0.30000000000000004,-0.41054647616198614,1.1513646969374414
batch 4,0.35000000000000003,-0.2558647619955833,0.960552851803277
batch 4,0.4,-0.13851346024282543,0.8088335063628896
batch 4,0.45,-0.05008319410224517,0.6877113458041089
batch 4,0.5,0.01596785546229596,0.5905628043263009
batch 4,0.55,0.06472741355215621,0.5122223969003789
batch 4,0.6000000000000001,0.1001510999820051,0.4486605361803965
batch 4,0.65,0.1253131731449732,0.3967326036811546
batch 4,0.7000000000000001,0.14260181689345577,0.35398348695998383
batch 4,0.75,0.15387117112098583,0.3184953816790415
batch 4,0.8,0.16055974967146242,0.2887692145019009
batch 4,0.8500000000000001,0.16378264910263887,0.2636322828995113
batch 4,0.9,0.16440334148830607,0.24216631830315588
batch 4,0.9500000000000001,0.16308957739828728,0.2236514461046327
batch 4,1.0,0.16035690456599294,0.20752253665153958
batch 4,1.05,0.15660255849903987,0.19333519065599458
batch 4,1.1,0.15213183995095714,0.18073924378889897
batch 4,1.1500000000000001,0.14717865022103446,0.16945811919778708
batch 4,1.2000000000000002,0.14192147179057507,0.15927274015948287
batch 4,1.25,0.13649580756595417,0.1500089893302757
batch 4,1.3,0.13100385805735226,0.14152793501097313
batch 4,1.35,0.125522050564453,0.13371821011410182
batch 4,1.4000000000000001,0.12010689416401099,0.12649006980868793
batch 4,1.4500000000000002,0.11479953289485934,0.119770755228539
batch 4,1.5,0.10962928372851681,0.11350087644814492
batch 4,1.55,0.10461638711982113,0.10763158673338731
batch 4,1.6,0.09977414001742188,0.10212237800100565
batch 4,1.6500000000000001,0.0951105501573086,0.09693935848432805
batch 4,1.7000000000000002,0.09062962367530454,0.09205390039563108
batch 4,1.75,0.08633235806692668,0.08744158539927144
batch 4,1.8,0.08221751065416547,0.08308137758094958
batch 4,1.85,0.07828219333530606,0.0789549729891289
batch 4,1.9000000000000001,0.07452232903831628,0.07504629019290934
batch 4,1.9500000000000002,0.07093300518048808,0.07134106641248734
batch 4,2.0,0.06750874250632084,0.06782654073483885
batch 4,2.0500000000000003,0.06424370106141916,0.06449120252918707
batch 4,2.1,0.06113183700321341,0.06132459125098306
batch 4,2.15,0.058167020338922494,0.05831713743435078
batch 4,2.2,0.05534312400329865,0.05546003435858842
batch 4,2.25,0.05265408707248643,0.0527451375309054
batch 4,2.3000000000000003,0.050093966126269526,0.050164877716634665
batch 4,2.35,0.0476569675111307,0.047712194947834755
batch 4,2.4000000000000004,0.045337471298319436,0.04538048234056591
batch 4,2.45,0.04313004509068324,0.043163541824095465
batch 4,2.5,0.04102945592708783,0.04105554317711213
batch 4,2.5500000000000003,0.03903067488221184,0.03905099167710056
batch 4,2.6,0.037128878014868034,0.037144700897185634
batch 4,2.6500000000000004,0.035319445594989826,0.03533176822078518
batch 4,2.7,0.03359795844324192,0.033607555118707576
batch 4,2.75,0.03196019413770692,0.03196766799027275
batch 4,2.8000000000000003,0.030402121528180663,0.030407942065092723
batch 4,2.85,0.02891989447188748,0.028924427402881488
batch 4,2.9000000000000004,0.02750984526728312,0.027513375309032116
batch 4,2.95,0.026168478886112692,0.02617122816975509
batch 4,3.0,0.024892464031411068,0.02489460519156694
batch 4,3.0500000000000003,0.023678628403876495,0.02368029597580872
batch 4,3.1,0.022523950682986016,0.022525248898717955
batch 4,3.1500000000000004,0.021425555580380208,0.02142656634470569
batch 4,3.2,0.020380704285999723,0.020381491332892694
batch 4,3.25,0.019386792495812294,0.019387405685833296
batch 4,3.3000000000000003,0.018441338758722406,0.018441816476027176
batch 4,3.35,0.017541984113417435,0.017542356232168536
batch 4,3.4000000000000004,0.016686482458628717,0.016686772290031602
batch 4,3.45,0.01587269494669333,0.01587292056950542
batch 4,3.5,0.015098591986277025,0.015098767802036074
batch 4,3.5500000000000003,0.014362237593678814,0.014362374741943108
batch 4,3.6,0.013661793120394715,0.013661900172253638
batch 4,3.6500000000000004,0.01299550662207207,0.012995590166164856
batch 4,3.7,0.012361713909885372,0.012361779062433536
batch 4,3.75,0.011758829748343188,0.011758880501776623
batch 4,3.8000000000000003,0.011185348399638495,0.011185387966458784
batch 4,3.85,0.010639833680470666,0.010639864538538296
batch 4,3.9000000000000004,0.010120924096956835,0.010120948190294793
batch 4,3.95,0.009627321661091212,0.009627340504529415
batch 4,4.0,0.00915779170417348,0.009157806480624756
batch 4,4.05,0.008711162277305288,0.00871117386447494
batch 4,4.1000000000000005,0.00828631859351203,0.008286327718815961
batch 4,4.15,0.007882196583485004,0.007882203768904665
batch 4,4.2,0.007497779313281262,0.007497784759236477
batch 4,4.25,0.0071321092355528335,0.007132113185444745
batch 4,4.3,0.006784273111215057,0.006784275836338511
batch 4,4.3500000000000005,0.006453400408729983,0.006453402194929331
batch 4,4.4,0.006138664807321305,0.006138665941429741
batch 4,4.45,0.005839279110153078,0.005839279886187716
batch 4,4.5,0.005554494249982993,0.005554494933424809
batch 4,4.55,0.005283598858106467,0.005283599587405622
batch 4,4.6000000000000005,0.005025915121304417,0.005025915842174949
batch 4,4.65,0.004780798491356183,0.0047807990314232465
batch 4,4.7,0.004547636606998969,0.004547636875992658
batch 4,4.75,0.004325846055589189,0.004325846051732841
batch 4,4.800000000000001,0.004114872416311491,0.004114872184143415
batch 4,4.8500000000000005,0.003914188464524382,0.003914188085608912
batch 4,4.9,0.0037232919491678408,0.0037232916169203083
batch 4,4.95,0.0035417047583335497,0.0035417048044401106
batch 5,0.0,-2.0,-4.0
batch 5,0.05,-2.0748874690891057,-3.6324890794716826
batch 5,0.1,-2.1079815318271873,-3.3210429778611656
batch 5,0.15000000000000002,-2.1097573437340844,-3.054490516169688
batch 5,0.2,-2.0883127861116897,-2.8240717336493852
batch 5,0.25,-2.0498975344271106,-2.62290716523261
batch 5,0.30000000000000004,-1.9993244952649494,-2.4455848299908376
batch 5,0.35000000000000003,-1.9402903232929327,-2.287838216127191
batch 5,0.4,-1.8756248634109425,-2.1462954138536086
batch 5,0.45,-1.8074852473238892,-2.018283663401464
batch 5,0.5,-1.7375070018218095,-1.9016769573951293
batch 5,0.55,-1.6669215931840458,-1.79477726998905
batch 5,0.6000000000000001,-1.5966478621014106,-1.6962219553055158
batch 5,0.65,-1.5273631442997133,-1.6049115170628578
batch 5,0.7000000000000001,-1.4595585362336185,-1.5199532872757222
batch 5,0.75,-1.39358191578869,-1.4406174013841437
batch 5,0.8,-1.3296712562767548,-1.3663025291188153
batch 5,0.8500000000000001,-1.267980564353273,-1.2965090279978317
batch 5,0.9,-1.2085999841104822,-1.2308179749599748
batch 5,0.9500000000000001,-1.1515713760597148,-1.1688747652637836
batch 5,1.0,-1.096900377192945,-1.1103762704033329
batch 5,1.05,-1.0445657292959472,-1.055060765911161
batch 5,1.1,-0.9945264793045964,-1.0027000233984695
batch 5,1.1500000000000001,-0.9467275272198313,-0.9530930895394136
batch 5,1.2000000000000002,-0.9011038855096544,-0.9060613864121736
batch 5,1.25,-0.8575839389402635,-0.8614448426342027
batch 5,1.3,-0.8160919423854267,-0.8190988161989537
batch 5,1.35,-0.7765499047284223,-0.7788916594963285
batch 5,1.4000000000000001,-0.738879011982689,-0.7407027719869783
batch 5,1.4500000000000002,-0.7030006922035706,-0.7044210366450268
batch 5,1.5,-0.6688373980277393,-0.6699435631196552
batch 5,1.55,-0.6363131806285621,-0.6371746625608348
batch 5,1.6,-0.6053540928653394,-0.6060250153060398
batch 5,1.6500000000000001,-0.575888468530469,-0.5764109833739319
batch 5,1.7000000000000002,-0.5478471048756612,-0.5482540395931708
batch 5,1.75,-0.5211633699716125,-0.5214802908683768
batch 5,1.8,-0.4957732563580387,-0.4960200731048177
batch 5,1.85,-0.47161538764489175,-0.4718076108808304
batch 5,1.9000000000000001,-0.4486310052934329,-0.44878071125489677
batch 5,1.9500000000000002,-0.42676391983480133,-0.426880511407369
batch 5,2.0,-0.4059604500771352,-0.40605125155875055
batch 5,2.0500000000000003,-0.38616935384078754,-0.3862400704015428
batch 5,2.1,-0.3673417491831548,-0.36739682355451914
batch 5,2.15,-0.3494310290175957,-0.3494739221981662
batch 5,2.2,-0.3323927752236366,-0.33242618026168386
batch 5,2.25,-0.3161846691416855,-0.3162106844420589
batch 5,2.3000000000000003,-0.3007664046207672,-0.30078666496092876
batch 5,2.35,-0.28609960124616785,-0.2861153797262119
batch 5,2.4000000000000004,-0.27214771989732683,-0.2721600080492761
batch 5,2.45,-0.2588759791075737,-0.2588855488936304
batch 5,2.5,-0.24625127418848505,-0.24625872689424225
batch 5,2.5500000000000003,-0.23424210097089931,-0.23424790521739497
batch 5,2.6,-0.22281848152893574,-0.22282300312317785
batch 5,2.6500000000000004,-0.2119518871369096,-0.21195540805118446
batch 5,2.7,-0.20161517794615003,-0.2016179190779723
batch 5,2.75,-0.19178252771463977,-0.19178466079148304
batch 5,2.8000000000000003,-0.18242937008521484,-0.18243103022401136
