batch,time,x1,x2
batch 2,0.35000000000000003,-3.5493322474367166,3.5493322474367166
batch 2,0.4,-3.292869877451622,3.292869877451622
batch 2,0.45,-3.054938584738362,3.054938584738362
batch 2,0.5,-2.8341993881779617,2.8341993881779617
batch 2,0.55,-2.629410110108678,2.629410110108678
batch 2,0.6000000000000001,-2.439418065674121,2.439418065674121
batch 2,0.65,-2.2631541848395007,2.2631541848395007
batch 2,0.7000000000000001,-2.099626586619816,2.099626586619816
batch 2,0.75,-1.9479148674445177,1.9479148674445177
batch 2,0.8,-1.8071653358754987,1.8071653358754987
batch 2,0.8500000000000001,-1.6765858686337156,1.6765858686337156
batch 2,0.9,-1.5554416172647332,1.5554416172647332
batch 2,0.9500000000000001,-1.4430508287939499,1.4430508287939499
batch 2,1.0,-1.3387810062752314,1.3387810062752314
batch 2,1.05,-1.2420453539558882,1.2420453539558882
batch 2,1.1,-1.1522994726101843,1.1522994726101843
batch 2,1.1500000000000001,-1.0690383242998316,1.0690383242998316
batch 2,1.2000000000000002,-0.9917933298835524,0.9917933298835524
batch 2,1.25,-0.9201297965049676,0.9201297965049676
batch 2,1.3,-0.8536444167994077,0.8536444167994077
batch 2,1.35,-0.7919630411586107,0.7919630411586107
batch 2,1.4000000000000001,-0.7347385466396589,0.7347385466396589
batch 2,1.4500000000000002,-0.6816488945039535,0.6816488945039535
batch 2,1.5,-0.6323953177756391,0.6323953177756391
batch 2,1.55,-0.5867006303238661,0.5867006303238661
batch 2,1.6,-0.5443076853730541,0.5443076853730541
batch 2,1.6500000000000001,-0.5049779034062424,0.5049779034062424
batch 2,1.7000000000000002,-0.4684899586468989,0.4684899586468989
batch 2,1.75,-0.4346385019375832,0.4346385019375832
batch 2,1.8,-0.4032330374919474,0.4032330374919474
batch 2,1.85,-0.37409681927107663,0.37409681927107663
batch 2,1.9000000000000001,-0.3470658857633034,0.3470658857633034
batch 2,1.9500000000000002,-0.3219881112525922,0.3219881112525922
batch 2,2.0,-0.2987223710262209,0.2987223710262209
batch 2,2.0500000000000003,-0.27713773135021574,0.27713773135021574
batch 2,2.1,-0.25711272295610577,0.25711272295610577
batch 2,2.15,-0.23853465216446812,0.23853465216446812
batch 2,2.2,-0.2212989675772733,0.2212989675772733
batch 2,2.25,-0.20530867446770082,0.20530867446770082
batch 2,2.3000000000000003,-0.19047378320954778,0.19047378320954778
batch 2,2.35,-0.1767108108472406,0.1767108108472406
batch 2,2.4000000000000004,-0.1639423016525567,0.1639423016525567
batch 2,2.45,-0.1520964018803637,0.1520964018803637
batch 2,2.5,-0.14110644431002217,0.14110644431002217
batch 2,2.5500000000000003,-0.1309105840318321,0.1309105840318321
batch 2,2.6,-0.12145143981657869,0.12145143981657869
batch 2,2.6500000000000004,-0.11267578291051034,0.11267578291051034
batch 2,2.7,-0.10453422712061998,0.10453422712061998
batch 2,2.75,-0.096980949644812,0.096980949644812
batch 2,2.8000000000000003,-0.08997344606013598,0.08997344606013598
batch 2,2.85,-0.08347227908094701,0.08347227908094701
batch 2,2.9000000000000004,-0.07744086337553936,0.07744086337553936
batch 2,2.95,-0.07184525675778765,0.07184525675778765
batch 2,3.0,-0.0666539691223356,0.0666539691223356
batch 2,3.0500000000000003,-0.06183778595847635,0.06183778595847635
batch 2,3.1,-0.05736960302610155,0.05736960302610155
batch 2,3.1500000000000004,-0.05322427547344631,0.05322427547344631
batch 2,3.2,-0.04937847495849685,0.04937847495849685
batch 2,3.25,-0.045810558813368804,0.045810558813368804
batch 2,3.3000000000000003,-0.04250044760076028,0.04250044760076028
batch 2,3.35,-0.03942951359596377,0.03942951359596377
batch 2,3.4000000000000004,-0.036580474514145034,0.036580474514145034
batch 2,3.45,-0.03393729761916145,0.03393729761916145
batch 2,3.5,-0.03148510747356167,0.03148510747356167
batch 2,3.5500000000000003,-0.029210103465432836,0.029210103465432836
batch 2,3.6,-0.027099483690690648,0.027099483690690648
batch 2,3.6500000000000004,-0.025141369586771652,0.025141369586771652
batch 2,3.7,-0.023324741974609955,0.023324741974609955
batch 2,3.75,-0.021639377830341568,0.021639377830341568
batch 2,3.8000000000000003,-0.020075791825690182,0.020075791825690182
batch 2,3.85,-0.01862518537329765,0.01862518537329765
batch 2,3.9000000000000004,-0.017279394700389677,0.017279394700389677
batch 2,3.95,-0.016030845840713293,0.016030845840713293
batch 2,4.0,-0.014872512988003963,0.014872512988003963
batch 2,4.05,-0.013797877086987214,0.013797877086987214
batch 2,4.1000000000000005,-0.012800890679927013,0.012800890679927013
batch 2,4.15,-0.011875943210619274,0.011875943210619274
batch 2,4.2,-0.0110178289583726,0.0110178289583726
batch 2,4.25,-0.010221719168704499,0.010221719168704499
batch 2,4.3,-0.009483133503700628,0.009483133503700628
batch 2,4.3500000000000005,-0.008797915319509684,0.008797915319509684
batch 2,4.4,-0.008162208751307725,0.008162208751307725
batch 2,4.45,-0.007572436037752248,0.007572436037752248
batch 2,4.5,-0.007025278260838272,0.007025278260838272
batch 2,4.55,-0.006517656288225667,0.006517656288225667
batch 2,4.6000000000000005,-0.0060467131617311255,0.0060467131617311255
batch 2,4.65,-0.005609798802032503,0.005609798802032503
batch 2,4.7,-0.00520445435818536,0.00520445435818536
batch 2,4.75,-0.004828398626771538,0.004828398626771538
batch 2,4.800000000000001,-0.00447951545605066,0.00447951545605066
batch 2,4.8500000000000005,-0.00415584131186822,0.00415584131186822
batch 2,4.9,-0.00385555473045649,0.00385555473045649
batch 2,4.95,-0.003576965855668366,0.003576965855668366
batch 3,0.0,-5.0,-6.0
batch 3,0.05,-5.119250048433419,-6.046993655554312
batch 3,0.1,-5.237145868833078,-6.0978539986689455
batch 3,0.15000000000000002,-5.353895074365007,-6.152411377747121
batch 3,0.2,-5.46969186316281,-6.210510141668208
batch 3,0.25,-5.584718165687237,-6.272007486828553
batch 3,0.30000000000000004,-5.699144498096904,-6.3367726157754705
batch 3,0.35000000000000003,-5.813130788352233,-6.404685919886916
batch 3,0.4,-5.926826914542467,-6.475638446749335
batch 3,0.45,-6.040373993561954,-6.549530627070893
batch 3,0.5,-6.153904989997903,-6.6262716729339814
batch 3,0.55,-6.267544613706427,-6.705779685098249
batch 3,0.6000000000000001,-6.3814106028006945,-6.787980384314715
batch 3,0.65,-6.495614184738177,-6.872806659345481
batch 3,0.7000000000000001,-6.610260394038156,-6.960198258092225
batch 3,0.75,-6.725448645782767,-7.050101224843384
batch 3,0.8,-6.841273160500871,-7.142467485457695
batch 3,0.8500000000000001,-6.9578233720926725,-7.237254449831719
batch 3,0.9,-7.075184291070504,-7.334424659222456
batch 3,0.9500000000000001,-7.193436858974336,-7.433945442543311
batch 3,1.0,-7.31265829333125,-7.535788582133688
batch 3,1.05,-7.432922384344779,-7.639930028145305
batch 3,1.1,-7.5542997240923215,-7.746349680788139
batch 3,1.1500000000000001,-7.676858010591066,-7.855031097390812
batch 3,1.2000000000000002,-7.80066232196111,-7.965961229686812
batch 3,1.25,-7.925775281849828,-8.079130270307651
batch 3,1.3,-8.052257316214728,-8.194531407724751
batch 3,1.35,-8.18016681547302,-8.312160676251008
batch 3,1.4000000000000001,-8.309560331940038,-8.432016770834425
batch 3,1.4500000000000002,-8.440492738013303,-8.55410090128613
batch 3,1.5,-8.573017399268565,-8.678416631824398
batch 3,1.55,-8.707186308529357,-8.804969759791115
batch 3,1.6,-8.843050228535885,-8.933768186010605
batch 3,1.6500000000000001,-8.980658814835165,-9.064821805079617
batch 3,1.7000000000000002,-9.120060746093174,-9.198142388495087
batch 3,1.75,-9.261303812993333,-9.333743509283295
batch 3,1.8,-9.404435015907833,-9.471640458114262
batch 3,1.85,-9.549500709846523,-9.611850112544001
batch 3,1.9000000000000001,-9.696546663459127,-9.754390892119504
batch 3,1.9500000000000002,-9.845618119661529,-9.899282712096975
batch 3,2.0,-9.99675990526739,-10.046546888615003
batch 3,2.0500000000000003,-10.150016521173649,-10.196206063473692
batch 3,2.1,-10.305432163364731,-10.348284197979627
batch 3,2.15,-10.463050805031065,-10.502806506258151
batch 3,2.2,-10.622916290165145,-10.659799377456764
batch 3,2.25,-10.785072348103519,-10.819290376701115
batch 3,2.3000000000000003,-10.949562651117883,-10.981308203567199
batch 3,2.35,-11.116430895906507,-11.145882627131224
batch 3,2.4000000000000004,-11.285720830201377,-11.31304447570507
batch 3,2.45,-11.45747628746539,-11.482825618816141
batch 3,2.5,-11.631741245282157,-11.655258926041926
batch 3,2.5500000000000003,-11.808559869477186,-11.830378240233511
batch 3,2.6,-11.9879765320985,-12.008218376812797
batch 3,2.6500000000000004,-12.170035855594136,-12.1888150975303
batch 3,2.7,-12.354782762433164,-12.372205079187012
batch 3,2.75,-12.542262486215767,-12.558425920522803
batch 3,2.8000000000000003,-12.732520605622092,-12.747516126948048
batch 3,2.85,-12.925603088261353,-12.939515085919837
batch 3,2.9000000000000004,-13.121556307526117,-13.134463069038288
batch 3,2.95,-13.320427065863267,-13.332401228174563
batch 3,3.0,-13.522262628843759,-13.533371581429757
batch 3,3.0500000000000003,-13.727110751255356,-13.737417007167677
batch 3,3.1,-13.93501969140032,-13.944581249797471
batch 3,3.1500000000000004,-14.14603823841595,-14.154908913294515
batch 3,3.2,-14.360215742422234,-14.368445452370286
batch 3,3.25,-14.577602125449305,-14.585237182443537
batch 3,3.3000000000000003,-14.798247904033884,-14.805331278748461
batch 3,3.35,-15.022204216420004,-15.028775771476052
batch 3,3.4000000000000004,-15.249522837359548,-15.255619552999914
batch 3,3.45,-15.480256195587913,-15.485912382927582
batch 3,3.5,-15.714457396751921,-15.719704888432686
batch 3,3.5500000000000003,-15.952180243000551,-15.957048568068787
batch 3,3.6,-16.19347924640947,-16.19799580166265
batch 3,3.6500000000000004,-16.438409649067346,-16.442599854437734
batch 3,3.7,-16.68702744473101,-16.690914880135963
batch 3,3.75,-16.939389391252945,-16.94299593287243
batch 3,3.8000000000000003,-17.195553028923698,-17.198898973633224
batch 3,3.85,-17.45557669960152,-17.45868087891089
batch 3,3.9000000000000004,-17.719519564086344,-17.722399445414965
batch 3,3.95,-17.98744161553278,-17.990113406182818
batch 3,4.0,-18.259403700303828,-18.26188243554154
batch 3,4.05,-18.535467534410976,-18.537767159947837
batch 3,4.1000000000000005,-18.815695716072483,-18.81782917181966
batch 3,4.15,-19.10015174343392,-19.10213103938925
batch 3,4.2,-19.388900035608447,-19.390736317226324
batch 3,4.25,-19.682005952656983,-19.683709556885084
batch 3,4.3,-19.979535802898408,-19.981116319031123
batch 3,4.3500000000000005,-20.281556863347372,-20.28302318403498
batch 3,4.4,-20.588137398073254,-20.589497771140124
batch 3,4.45,-20.899346677423125,-20.900608762077958
batch 3,4.5,-21.215254990383897,-21.216425891141675
batch 3,4.55,-21.53593366309448,-21.537019965326355
batch 3,4.6000000000000005,-21.86145507732176,-21.862462885084394
batch 3,4.65,-22.191892691256008,-22.192827677670195
batch 3,4.7,-22.527321050982543,-22.528188480030956
batch 3,4.75,-22.86781580941356,-22.868620562066926
batch 3,4.800000000000001,-23.21345374586786,-23.214200346752264
batch 3,4.8500000000000005,-23.564312792211062,-23.56500544552989
batch 3,4.9,-23.92047203926376,-23.921114646059284
batch 3,4.95,-24.28201175734959,-24.282607934108064
batch 4,0.0,-5.0,6.0
batch 4,0.05,-4.595032716447924,5.610145780988319
batch 4,0.1,-4.218666661238238,5.249121195112651
batch 4,0.15000000000000002,-3.868825283498561,4.91485314333027
batch 4,0.2,-3.543581970685021,4.605418517151895
batch 4,0.25,-3.2411490069650912,4.31903315776905
batch 4,0.30000000000000004,-2.9598677447634505,4.054042028386737
batch 4,0.35000000000000003,-2.6981992510070762,3.8089098612797416
batch 4,0.4,-2.454715624944177,3.5822124764393495
batch 4,0.45,-2.228091973786813,3.3726287580527523
batch 4,0.5,-2.0170989891935522,3.1789332318357326
batch 4,0.55,-1.8205960284846225,2.9999891471103415
batch 4,0.6000000000000001,-1.6375245106537355,2.834741873687404
batch 4,0.65,-1.4669025184413262,2.682213504841761
batch 4,0.7000000000000001,-1.3078186560136775,2.5414967158798785
batch 4,0.75,-1.1594272656433562,2.411749981743169
batch 4,0.8,-1.0209436426501655,2.2921927928781898
batch 4,0.8500000000000001,-0.8916395625457281,2.1821011833238244
batch 4,0.9,-0.7708392516571105,2.080803702294135
batch 4,0.9500000000000001,-0.6579155738468194,1.987677601870621
batch 4,1.0,-0.5522865136030882,1.9021453210799502
batch 4,1.05,-0.45341191014787746,1.8236712210043176
batch 4,1.1,-0.36079045225519185,1.751758580616956
batch 4,1.1500000000000001,-0.27395683380939084,1.6859467533736276
batch 4,1.2000000000000002,-0.1924791832349074,1.6258085976903245
batch 4,1.25,-0.11595660790409779,1.5709480224159282
batch 4,1.3,-0.04401699142240591,1.5209977851971455
batch 4,1.35,0.02368512247257723,1.4756173774747678
batch 4,1.4000000000000001,0.08747043584976276,1.4344911196579098
batch 4,1.4500000000000002,0.14763669963686368,1.397326359201923
batch 4,1.5,0.20446037676612916,1.3638518086099334
batch 4,1.55,0.2581981717020622,1.3338160170692788
batch 4,1.6,0.3090884806106585,1.3069859214648822
batch 4,1.6500000000000001,0.3573526956796212,1.283145543258374
batch 4,1.7000000000000002,0.40319645850997776,1.2620947363151935
batch 4,1.75,0.44681078508473143,1.2436480631719375
batch 4,1.8,0.48837313572635915,1.2276337263343293
batch 4,1.85,0.5280483962524412,1.213892588395745
batch 4,1.9000000000000001,0.5659897857864147,1.2022772655196083
batch 4,1.9500000000000002,0.6023397127939678,1.1926512727164675
batch 4,2.0,0.6372305472009644,1.1848882530581404
batch 4,2.0500000000000003,0.670785360066506,1.17887123935828
batch 4,2.1,0.7031186052717319,1.1744919738569939
batch 4,2.15,0.7343367256162292,1.1716503035179144
batch 4,2.2,0.7645387551020244,1.1702535791601154
batch 4,2.25,0.793816844572133,1.1702161312556871
batch 4,2.3000000000000003,0.8222567732758083,1.1714587598230979
batch 4,2.35,0.8499384077151974,1.1739082770608043
batch 4,2.4000000000000004,0.8769361372171298,1.1774970732782044
batch 4,2.45,0.9033192708377125,1.1821627215165271
batch 4,2.5,0.9291524106593538,1.1878476058002578
batch 4,2.5500000000000003,0.9544957957211893,1.194498578778665
batch 4,2.6,0.9794056232093187,1.2020666421311725
batch 4,2.6500000000000004,1.0039343430941128,1.2105066535498792
batch 4,2.7,1.0281309352516859,1.219777051262297
batch 4,2.75,1.0520411630887445,1.2298396020756823
batch 4,2.8000000000000003,1.075707814800885,1.2406591618129115
batch 4,2.85,1.0991709210382135,1.2522034593668923
batch 4,2.9000000000000004,1.1224679550720074,1.2644428982799936
batch 4,2.95,1.145634030880352,1.2773503604303644
batch 4,3.0,1.1687020718317276,1.2909010391477989
batch 4,3.0500000000000003,1.1917029768484875,1.3050722748763948
batch 4,3.1,1.2146657748273038,1.3198434026078523
batch 4,3.1500000000000004,1.2376177589786244,1.33519561942432
batch 4,3.2,1.2605846236168734,1.3511118496181453
batch 4,3.25,1.2835905833749275,1.3675766274167689
batch 4,3.3000000000000003,1.3066584829480377,1.3845759892075293
batch 4,3.35,1.3298099067418672,1.40209736588749
batch 4,3.4000000000000004,1.3530652720002827,1.4201294917645335
batch 4,3.45,1.3764439205156298,1.4386623149060478
batch 4,3.5,1.3999642038579252,1.4576869139998248
batch 4,3.5500000000000003,1.4236435574428976,1.477195426408306
batch 4,3.6,1.4474985762650265,1.4971809745890121
batch 4,3.6500000000000004,1.4715450809275166,1.517637602251201
batch 4,3.7,1.495798178586058,1.5385602156318408
batch 4,3.75,1.520272323583641,1.5599445251133812
batch 4,3.8000000000000003,1.5449813690820604,1.5817869958798125
batch 4,3.85,1.569938618021844,1.604084799278208
batch 4,3.9000000000000004,1.5951568705360635,1.6268357677614842
batch 4,3.95,1.6206484652007436,1.650038356030865
batch 4,4.0,1.646425321188819,1.6736916013099503
batch 4,4.05,1.6724989751667059,1.697795088913569
batch 4,4.1000000000000005,1.6988806154399316,1.7223489206048903
batch 4,4.15,1.7255811158473633,1.7473536832409768
batch 4,4.2,1.7526110647100444,1.7728104224031713
batch 4,4.25,1.7799807934781873,1.7987206163675546
batch 4,4.3,1.8077004034476323,1.8250861520455117
batch 4,4.3500000000000005,1.8357797891348109,1.8519093043067287
batch 4,4.4,1.8642286620786044,1.8791927149149201
batch 4,4.45,1.8930565718036847,1.906939374344251
batch 4,4.5,1.9222729252781863,1.9351526051434969
batch 4,4.55,1.9518870062663778,1.9638360454469672
batch 4,4.6000000000000005,1.981907991947562,1.9929936352636721
batch 4,4.65,2.0123449693937348,2.022629602950827
batch 4,4.7,2.0432069510033295,2.052748452775921
batch 4,4.75,2.0745028881185776,2.0833549543411993
batch 4,4.800000000000001,2.1062416848976278,2.114454131798355
batch 4,4.8500000000000005,2.1384322104342908,2.1460512548630644
batch 4,4.9,2.1710833103761784,2.178151830378437
batch 4,4.95,2.20420381886658,2.210761593600827
batch 5,0.0,-4.0,-6.0
batch 5,0.05,-4.147821774941178,-6.003308868123714
batch 5,0.1,-4.291564630421956,-6.012980706141025
batch 5,0.15000000000000002,-4.4316230442933575,-6.028655551475042
batch 5,0.2,-4.568364482428586,-6.050000979675773
batch 5,0.25,-4.702131510277213,-6.076709995477896
batch 5,0.30000000000000004,-4.833243342038956,-6.10849949213773
batch 5,0.35000000000000003,-4.9619976221097835,-6.145108478121854
batch 5,0.4,-5.088672569481638,-6.186295942972339
batch 5,0.45,-5.213527463724075,-6.2318403764467405
batch 5,0.5,-5.336804610562793,-6.281537813303403
batch 5,0.55,-5.458730550845728,-6.33520063281266
batch 5,0.6000000000000001,-5.579517105846778,-6.392656521871623
batch 5,0.65,-5.699362528660293,-6.453747332690715
batch 5,0.7000000000000001,-5.818452501027913,-6.518328094945619
batch 5,0.75,-5.936961062478731,-6.586266095803016
batch 5,0.8,-6.055051467092482,-6.657440032488015
batch 5,0.8500000000000001,-6.1728770635984,-6.731739141460936
batch 5,0.9,-6.290581957734575,-6.809062545834304
batch 5,0.9500000000000001,-6.408301660015706,-6.889318617360091
batch 5,1.0,-6.526163876238677,-6.972424195604442
batch 5,1.05,-6.644289003231539,-7.058304102355497
batch 5,1.1,-6.762790734247262,-7.146890546349628
batch 5,1.1500000000000001,-6.881776546969463,-7.238122645606319
batch 5,1.2000000000000002,-7.001348189314708,-7.33194595212852
batch 5,1.25,-7.121602111912695,-7.428312030047542
batch 5,1.3,-7.242629904118027,-7.527178030425656
batch 5,1.35,-7.3645186631235555,-7.628506333097978
batch 5,1.4000000000000001,-7.487351357422879,-7.732264194354595
batch 5,1.4500000000000002,-7.611207150496517,-7.838423434544695
batch 5,1.5,-7.736161726475911,-7.946960123904372
batch 5,1.55,-7.862287542005097,-8.05785434230099
batch 5,1.6,-7.98965409842854,-8.17108991887325
batch 5,1.6500000000000001,-8.118328252336156,-8.286654133559908
batch 5,1.7000000000000002,-8.248374361285023,-8.40453758345168
batch 5,1.75,-8.379854532251299,-8.524733946754337
batch 5,1.8,-8.512828849654076,-8.64723976736379
batch 5,1.85,-8.647355499315932,-8.772054343539619
batch 5,1.9000000000000001,-8.783490985927465,-8.899179523463257
batch 5,1.9500000000000002,-8.921290290870052,-9.02861956053755
batch 5,2.0,-9.060806986240243,-9.16038101261196
batch 5,2.0500000000000003,-9.202093419324664,-9.294472571146537
batch 5,2.1,-9.345200820940638,-9.430904966545416
batch 5,2.15,-9.49017941224321,-9.569690875251059
batch 5,2.2,-9.63707855102811,-9.710844787710574
batch 5,2.25,-9.785946809606529,-9.854382944762714
batch 5,2.3000000000000003,-9.936832073949894,-10.000323253079701
batch 5,2.35,-10.089781660871237,-10.148685182896823
batch 5,2.4000000000000004,-10.24484237447962,-10.299489726451307
batch 5,2.45,-10.40206059919728,-10.452759320286061
batch 5,2.5,-10.56148238725707,-10.608517773306192
batch 5,2.5500000000000003,-10.723153497940041,-10.766790243073254
batch 5,2.6,-10.887119472159478,-10.927603177226493
batch 5,2.6500000000000004,-11.053425735969782,-11.090984226449157
batch 5,2.7,-11.222117613105473,-11.256962248052222
batch 5,2.75,-11.393240381705544,-11.425567265941304
batch 5,2.8000000000000003,-11.566839351441201,-11.596830410682394
batch 5,2.85,-11.742959898737977,-11.770783901340353
batch 5,2.9000000000000004,-11.921647499279786,-11.94746103029131
batch 5,2.95,-12.102947785664274,-12.126896123459584
batch 5,3.0,-12.2869065988999,-12.309124506942352
batch 5,3.0500000000000003,-12.473570001471883,-12.494182511874122
batch 5,3.1,-12.66298432274535,-12.68210744767126
batch 5,3.1500000000000004,-12.855196212551833,-12.872937567556335
batch 5,3.2,-13.050252652689961,-13.06671207580024
batch 5,3.25,-13.248200990251647,-13.26347111379836
batch 5,3.3000000000000003,-13.449088979783765,-13.463255737899136
batch 5,3.35,-13.652964804808876,-13.666107917672567
batch 5,3.4000000000000004,-13.859877099965917,-13.87207053390533
batch 5,3.45,-14.069874985096915,-14.08118736531645
batch 5,3.5,-14.283008095056623,-14.293503079767476
batch 5,3.5500000000000003,-14.499326592219278,-14.509063242608601
batch 5,3.6,-14.71888119465705,-14.7279143101726
batch 5,3.6500000000000004,-14.941723207086909,-14.950103621021954
batch 5,3.7,-15.167904533146134,-15.175679405439196
batch 5,3.75,-15.397477697997653,-15.404690785380199
batch 5,3.8000000000000003,-15.630495875617669,-15.637187770419064
batch 5,3.85,-15.867012905029275,-15.873221264474427
batch 5,3.9000000000000004,-16.107083307964057,-16.11284307156463
batch 5,3.95,-16.350762312597883,-16.3561058961826
batch 5,4.0,-16.598105873655555,-16.603063347943678
batch 5,4.05,-16.849170687148117,-16.853769950362192
batch 5,4.1000000000000005,-17.10401421039148,-17.10828114684552
batch 5,4.15,-17.362694685089895,-17.366653303246157
batch 5,4.2,-17.62527114760707,-17.628943722273284
