batch,time,ms28,mtetr,s28,tetr
batch 03,4.5,0.159170200660549,0.0195440072696766,7.27709000196883,2.91529400555426
batch 03,4.75,0.227218214915387,0.0299232847164699,8.90807267464495,2.53350412136927
batch 03,5.0,0.268924426247029,0.0536144871380652,11.0740499157208,2.49406306592619
batch 03,5.25,0.24794807434087,0.0859711278497237,12.8363299656025,2.89643025589452
batch 03,5.5,0.17909178979327,0.107812570392361,13.2821263100548,3.63154054571449
batch 03,5.75,0.115665654046472,0.10525598266515,12.4206049963192,4.33170559483733
batch 03,6.0,0.0809819713058143,0.0848754812221197,10.9591790705506,4.66781542414067
batch 03,6.25,0.0703973203528468,0.0611791913289848,9.51760708197445,4.57648086275687
batch 03,6.5,0.0773081140460905,0.0430180240336757,8.43882657784583,4.19178016303682
batch 03,6.75,0.0996927346172568,0.0326049655296766,7.91030010537426,3.69119407610643
batch 03,7.0,0.136820222605776,0.0296395791578731,8.0528645585085,3.21650180686063
batch 03,7.25,0.182291261620791,0.0343302699939035,8.89163503662341,2.87092088838303
batch 03,7.5,0.218160982888277,0.0476216524887892,10.2264609986508,2.74258188987481
batch 03,7.75,0.221828158198585,0.0675443827587209,11.548167820158,2.89803967825022
batch 03,8.0,0.189171059130752,0.0852663002502499,12.2370169244002,3.3094184896112
batch 03,8.25,0.143562977935148,0.0905178706531239,12.0257421135202,3.79888039379292
batch 03,8.5,0.109124063505923,0.0818684181323529,11.1690677811412,4.13611315653737
batch 03,8.75,0.0929206125182754,0.0663484149572612,10.113299505884,4.19903172432685
batch 03,9.0,0.0930502537736919,0.0515529202691501,9.21107905425125,4.01424512500004
batch 03,9.25,0.107042891024358,0.0414854792365691,8.68142353238732,3.68867506239303
batch 03,9.5,0.13266855783747,0.0373574458108561,8.64785459069921,3.33833061404168
batch 03,9.75,0.164652117410377,0.0395170892426516,9.13597037638389,3.05975080316634
batch 03,10.0,0.191630506974569,0.0480639600233738,10.0157982052364,2.92936295356558
batch 03,10.25,0.199475189772366,0.0613726888358246,10.9637561395085,2.99679756281669
batch 03,10.5,0.182919678886555,0.0742616123534623,11.5675269606004,3.25034239898606
batch 03,10.75,0.15266147376534,0.0801566479601898,11.5797109622357,3.58754685535108
batch 03,11.0,0.125019197766413,0.0765683699993931,11.0741696936064,3.85737091071035
batch 03,11.25,0.108997843455868,0.0666525417964513,10.3277101590624,3.95367033090154
batch 03,11.5,0.106054590857137,0.0555748650018182,9.62388835691793,3.86448602471687
batch 03,11.75,0.114849206736348,0.0471010510592125,9.16699915007597,3.64945233973688
batch 03,12.0,0.133044101457034,0.0430010967817646,9.07535417250049,3.39349352447388
batch 03,12.25,0.156139239139536,0.0438819586829148,9.37619039072894,3.17673520479868
batch 03,12.5,0.176168098292388,0.0496536125454899,9.97847734249566,3.06331913499273
batch 03,12.75,0.18382978794236,0.0589295591790344,10.6610339562495,3.09211625978361
batch 03,13.0,0.174925610951741,0.0682650875654556,11.1410433006285,3.25712427315362
batch 03,13.25,0.154806250493394,0.0733401508457665,11.2252945323478,3.49301227055001
batch 03,13.5,0.133957524555195,0.071982203522619,10.9209261437314,3.69846288228598
batch 03,13.75,0.120151586839096,0.0655890250726333,10.3962641668785,3.79189911319254
batch 03,14.0,0.116142352163144,0.0575069988849686,9.86187275578613,3.75054144687177
batch 03,14.25,0.121612146662173,0.050758667003137,9.48940507062842,3.60665964160981
batch 03,14.5,0.134632240253104,0.0471256747297458,9.38419347204147,3.42018514631142
batch 03,14.75,0.151497096177814,0.0473342473811871,9.57387370240471,3.25413466527832
batch 03,15.0,0.16638817303941,0.0512988423724797,9.99403344034536,3.16059994745606
batch 03,15.25,0.172933715281723,0.0578930166049689,10.4886757044948,3.17046847558402
batch 03,15.5,0.168014772120619,0.0646972704188492,10.859175099422,3.28080195900097
batch 03,15.75,0.154479810537873,0.0687741468725883,10.960098785026,3.44783772851868
batch 03,16.0,0.139096615905906,0.0684345541213985,10.7748511552074,3.60195789243966
batch 03,16.25,0.127890670609293,0.0642689589018214,10.4061788750493,3.6824483064821
batch 03,16.5,0.123793919326575,0.0584292812086619,10.0057927127239,3.66580651349282
batch 03,16.75,0.12711199867641,0.0532000750158416,9.71046007525224,3.56887026478359
batch 03,17.0,0.13642263337939,0.0501494946580369,9.60938272230853,3.43328661673599
batch 03,17.25,0.148787237083074,0.0500065203894565,9.72914066464805,3.30720073574355
batch 03,17.5,0.159891176192534,0.0527367970926066,10.0247167994203,3.23193257033818
batch 03,17.75,0.165243132151254,0.0574649760350286,10.3847144547791,3.2320920873274
batch 03,18.0,0.162540715661734,0.0624516381088622,10.6674545899226,3.30671459883156
batch 03,18.25,0.153351547291406,0.0656457409667123,10.7643388412375,3.42584291478029
batch 03,18.5,0.142103844116011,0.0657719659548235,10.6517895237827,3.54082034849257
batch 03,18.75,0.133284607542294,0.0630413966824142,10.3927790395722,3.60684759578711
batch 03,19.0,0.129534897540092,0.0588417831739431,10.0951867100388,3.60306755079609
batch 03,19.25,0.131461110043712,0.0548531838068245,9.86475984013122,3.53766140913429
batch 03,19.5,0.138088434683928,0.0523679349740965,9.77456552643176,3.43931689289939
batch 03,19.75,0.147157590407937,0.0520526736282522,9.84908648719103,3.34416011394711
batch 03,20.0,0.155455684623996,0.0539234262989073,10.0575424717409,3.28441994239492
batch 03,20.25,0.159751875188675,0.0573234646960037,10.3201065378182,3.27967335740565
batch 03,20.5,0.15833008195194,0.0609909217909334,10.5347200580071,3.33025658771773
batch 03,20.75,0.152058533606415,0.0634663040591443,10.6203052982312,3.41550972037631
batch 03,21.0,0.143872142387985,0.0637921391685947,10.5529671487379,3.50105328682593
batch 03,21.25,0.137054981339548,0.0620005182775219,10.3712346086659,3.55388280191085
batch 03,21.5,0.133812194810549,0.0589900566734193,10.1512991524414,3.55660647601734
batch 03,21.75,0.134847952944318,0.0559788716346107,9.9734149356547,3.51259314501406
batch 03,22.0,0.139534401669243,0.0539927024577783,9.89607439405262,3.44146704239746
batch 03,22.25,0.146177064050628,0.0536081730437983,9.94107743229459,3.3699990193529
batch 03,22.5,0.152385050476757,0.0548776108630527,10.0879584763203,3.32301529854082
batch 03,22.75,0.155800851901235,0.0573221601181163,10.2795661600369,3.31603424982745
batch 03,23.0,0.155129595550928,0.0600242321564573,10.4419409568315,3.35020044825507
batch 03,23.25,0.150841392699838,0.0619316445267632,10.5144519988492,3.41126992145651
batch 03,23.5,0.144900662448856,0.062324520175497,10.4754384123684,3.47479221791974
batch 03,23.75,0.13969166968638,0.061153393753908,10.3482418743288,3.51644254175244
batch 03,24.0,0.136981323676467,0.0590015405103444,10.1864360306288,3.52217119174605
batch 03,24.25,0.137459545993328,0.0567449538453629,10.0501730717462,3.49273335889638
batch 03,24.5,0.140748269992189,0.0551787633568366,9.98551058586618,3.44146118443063
batch 03,24.75,0.145601985520944,0.0547839897738661,10.0113430248834,3.38800772235923
batch 06,0.0,0.5,0.5,0.0,0.0
batch 06,0.25,0.266391295390504,0.154954711906159,7.68692209501601,5.18996226037005
batch 06,0.5,0.0926098321558051,0.0588410780514162,8.28140849019003,5.30679917881705
batch 06,0.75,0.0647226024436906,0.0336267305157346,7.45800132481056,4.63400343302862
batch 06,1.0,0.0831421203477953,0.0231462837985927,6.89252020893627,3.88298469856007
batch 06,1.25,0.127400105048812,0.0202804354623686,7.0621123931635,3.22253351711465
batch 06,1.5,0.189120376723762,0.0251412364304389,8.13405694420593,2.73820253006535
batch 06,1.75,0.245158983086156,0.0408653518548552,9.96308612796503,2.52044360396869
batch 06,2.0,0.257850267508915,0.0682314941337727,11.9097906408489,2.67969281255966
batch 06,2.25,0.212522675698175,0.0957348120590992,13.0200667309326,3.23096477246444
batch 06,2.5,0.146176354943702,0.105502620040732,12.8021499853998,3.94116211471771
batch 06,2.75,0.098795635966004,0.0938439730170666,11.6492611443205,4.45198689141335
batch 06,3.0,0.0773724784218604,0.0720409765077739,10.2305200535122,4.56882477685044
batch 06,3.25,0.0757675059055753,0.0517178980373805,9.00562156580692,4.3335685419932
batch 06,3.5,0.0899964714544491,0.0380012166257226,8.22543961108797,3.90222690338876
batch 06,3.75,0.119014716780725,0.0316233298387495,8.03945723224954,3.42977508138596
batch 06,4.0,0.159724395782327,0.0324786971574832,8.52382326758998,3.03332358217493
batch 06,4.25,0.200322002389453,0.0412262935825085,9.60022025696406,2.8045072196795
batch 06,4.5,0.219989144152605,0.0576844096277481,10.9198239746395,2.82067052857835
batch 06,4.75,0.204340772594558,0.0765723409880902,11.9084782539345,3.10574438741479
batch 06,5.0,0.164160805785074,0.087827509013291,12.1129897014483,3.55702983873057
batch 06,5.25,0.124858597359257,0.0855346052294534,11.5512888842355,3.96429039123037
batch 06,5.5,0.100968611160824,0.0731173346724076,10.5957682782539,4.15210436993406
batch 06,5.75,0.0938837658151674,0.0581495275631049,9.63804435339277,4.08106368262939
batch 06,6.0,0.101269077043781,0.0461726420778116,8.94808277652873,3.82357441677712
batch 06,6.25,0.121008570140356,0.0394878496404449,8.68735487166283,3.49061362346009
batch 06,6.5,0.149623734289142,0.0387337675018372,8.92762189935869,3.18473976204278
batch 06,6.75,0.178919228431725,0.0441516667937767,9.61782771356862,2.98876204307669
batch 06,7.0,0.195878694586073,0.0551085333910565,10.530786850373,2.96415341945926
batch 06,7.25,0.190475894652328,0.068228820380905,11.2928449240211,3.130335108804
batch 06,7.5,0.16607627360715,0.0774078540362236,11.5717561473759,3.42896562001831
batch 06,7.75,0.137238274404318,0.0780724843361337,11.2959360560447,3.72946361018713
batch 06,8.0,0.116360158222227,0.0709250426487672,10.6592539983893,3.90311382295084
batch 06,8.25,0.10781197060877,0.0604034137086255,9.94328736753052,3.89638263777951
batch 06,8.5,0.111281293228309,0.0508944446005383,9.38224364297243,3.73861912968031
batch 06,8.75,0.124968203124642,0.04494639056479,9.12822150347688,3.50363036013567
batch 06,9.0,0.145596193096307,0.0435984646879219,9.24904154655441,3.27220983160651
batch 06,9.25,0.166987770656266,0.0470766888191338,9.71078677023664,3.11386028937269
batch 06,9.5,0.180383615023432,0.0546837789391479,10.3551967852607,3.07828004033425
batch 06,9.75,0.178946706382645,0.0640011162360602,10.9267084605412,3.18103244097508
batch 06,10.0,0.163660642075246,0.0710398731782443,11.1872376941253,3.38491276709236
batch 06,10.25,0.143075567491678,0.0725429017659251,11.0535973904039,3.60416037851031
batch 06,10.5,0.126315410433913,0.0683380225406279,10.6266226426972,3.74709379433115
batch 06,10.75,0.118138461722608,0.0610056585649828,10.0998254121946,3.76494864526519
batch 06,11.0,0.119406865102687,0.0537319842348858,9.65943862087272,3.66665456380764
batch 06,11.25,0.128924691305668,0.0487875239548754,9.4370323314109,3.5002750458025
batch 06,11.5,0.143923938457079,0.0473049075843055,9.49404162856489,3.32674303299871
batch 06,11.75,0.159667763986662,0.0495529464993529,9.80901595607002,3.20191174853784
batch 06,12.0,0.170011802000571,0.0549246351274757,10.2692420138934,3.16567056943825
batch 06,12.25,0.170216167503997,0.0616331641081181,10.6951125289507,3.23078165134802
batch 06,12.5,0.160414949377986,0.0669487398933971,10.9152725395922,3.37245854049769
batch 06,12.75,0.145802317078766,0.0685642034047863,10.8553051339773,3.53240331646732
batch 06,13.0,0.132835179163014,0.0660611365666282,10.567238043056,3.64527746759144
batch 06,13.25,0.125712839451769,0.0609540712421769,10.1824520065886,3.67111264834465
batch 06,13.5,0.125780033653588,0.055489222230036,9.84308898157056,3.60953821760172
batch 06,13.75,0.132367674791021,0.0515201690392391,9.65738062224281,3.49158554426366
batch 06,14.0,0.143289609592238,0.0501070223235324,9.67888343674176,3.36219589324801
batch 06,14.25,0.154926203909694,0.0515444866524375,9.89524625929574,3.26506384691454
batch 06,14.5,0.162862124835209,0.0553587840730458,10.2258933869399,3.23187892302128
batch 06,14.75,0.163738588570287,0.0602255755077725,10.5427388384884,3.27328871648267
batch 06,15.0,0.15737217100944,0.0642242896395282,10.7214626694172,3.37261182565112
batch 06,15.25,0.147003738477627,0.065704385183321,10.7004979181433,3.48943692833243
batch 06,15.5,0.137157150252193,0.0642171786440226,10.5056656248094,3.57692407927933
batch 06,15.75,0.131243942875328,0.0606587527523814,10.2258895836351,3.6036214312645
batch 06,16.0,0.130693837455494,0.0565950642775613,9.96730769203549,3.56524684268713
batch 06,16.25,0.135212343976606,0.0534741918951216,9.81620601465048,3.48168955237197
batch 06,16.5,0.14315017279019,0.052214396357647,9.81792704179306,3.38564555405431
batch 06,16.75,0.151766972957281,0.0531110524349335,9.96652885701553,3.31068781308099
batch 06,17.0,0.15784392450324,0.0558193110979363,10.2046458134981,3.28175663490053
batch 06,17.25,0.158952687292031,0.059363025140442,10.4402324851545,3.30780216596044
batch 06,17.5,0.154798002479319,0.0623684390491217,10.5824560634199,3.37767087015667
batch 06,17.75,0.147439316167549,0.0636406524034949,10.5819755512809,3.46305631299284
batch 06,18.0,0.140042735411836,0.0627722714456073,10.4503412378611,3.53018913329535
batch 06,18.25,0.135269807100065,0.0602941050958454,10.2476647882924,3.55477648371656
batch 06,18.5,0.13444265504043,0.0572930644606448,10.0521655982267,3.53123128560762
batch 06,18.75,0.137504792876116,0.0548722836362972,9.93121889027518,3.47217581428699
batch 06,19.0,0.143253714950941,0.0537917147267101,9.92237173031877,3.40116725806359
batch 06,19.25,0.149636153386232,0.0543286875017536,10.0239680648647,3.34367035940019
batch 06,19.5,0.154285645602679,0.0562458053681737,10.1954790989474,3.31915486712852
batch 06,19.75,0.155417769333023,0.0588294739734576,10.3705224019202,3.33514135082508
batch 06,20.0,0.152711699692084,0.0610874752306421,10.4823854783217,3.38429458798193
batch 06,20.25,0.147490445743819,0.0621458569041871,10.492131491258,3.44669019945444
batch 06,20.5,0.141973176888037,0.0616576786263417,10.403562599996,3.49787912616861
batch 06,20.75,0.138190333163686,0.0599347283359663,10.2572395721082,3.51927897182357
batch 06,21.0,0.137281119643828,0.0577298848688135,10.1103067446951,3.50523364244417
batch 06,21.25,0.139325897300328,0.0558703280677316,10.014612714863,3.46363733260425
batch 06,21.5,0.143471784447492,0.0549667973438245,10.0007185987113,3.41133270677901
batch 06,21.75,0.148195567721837,0.0552678178447239,10.0696453301957,3.36744628106634
batch 06,22.0,0.151749444975011,0.056618488111505,10.1930311880675,3.34706983568017
batch 06,22.25,0.152806147148012,0.058501781757546,10.3229516795955,3.35648865992631
batch 06,22.5,0.151057160581902,0.0601971949030334,10.4102412948298,3.39099726718355
batch 06,22.75,0.147356226171774,0.0610605133449738,10.4244416421825,3.4365521886048
batch 06,23.0,0.14326159029856,0.0608053353711092,10.3652610241642,3.47540447204625
batch 06,23.25,0.140301445069755,0.0596108698900903,10.2599790179833,3.4934209344427
batch 06,23.5,0.139417445048279,0.0579978466698399,10.1500791137883,3.48542621508584
batch 06,23.75,0.140758647205572,0.0565799633328716,10.0750374333338,3.45625173473341
batch 06,24.0,0.143734578769003,0.0558382574211407,10.0593890591621,3.41786009193078
batch 06,24.25,0.147225547992262,0.0559879460505835,10.1056694429008,3.3845063562723
batch 06,24.5,0.149938132895279,0.0569339759495109,10.1942443146171,3.36781554145294
batch 06,24.75,0.15087677763192,0.0583050822092945,10.2905354031878,3.37299810097716
batch 08,0.0,0.5,1.5,0.0,0.0
batch 08,0.25,0.171795161441506,0.435720832083939,5.99877596971626,15.4448538938649
batch 08,0.5,0.0384316404887283,0.103761714252334,5.84317873569614,15.0358079119889
batch 08,0.75,0.0107069216099838,0.0284711257352364,4.70653885750528,12.1405602622024
batch 08,1.0,0.0074043992175303,0.0091288396180526,3.66869908090291,9.35664009839009
batch 08,1.25,0.0129484625428846,0.0034444798614532,2.93250612976385,7.10317257650734
batch 08,1.5,0.0282968029258253,0.0016320119269678,2.57647682021502,5.36250238060312
batch 08,1.75,0.0619057079390553,0.001231807012637,2.75640721135104,4.0417210459153
batch 08,2.0,0.126936493827707,0.002106476494201,3.7789441286138,3.05339879849847
batch 08,2.25,0.228396026453934,0.0071647703532722,6.0117193820956,2.34818342805247
batch 08,2.5,0.33345556316172,0.027197937908468,9.45873281461054,1.98225323360325
batch 08,2.75,0.36259037325131,0.0754053929130948,13.1843602096267,2.20465893695243
batch 08,3.0,0.265382238423821,0.131842707767339,15.3097670736946,3.21182663996116
batch 08,3.25,0.139473401111083,0.150957791708722,14.7779091195493,4.58133043527262
batch 08,3.5,0.070415882117702,0.126418536672413,12.7413591814482,5.53759936597331
batch 08,3.75,0.0453184608516785,0.0864227401912246,10.4989220782118,5.73189180666603
batch 08,4.0,0.042512307120756,0.0531070701717123,8.62938780086653,5.31637699420181
batch 08,4.25,0.0544743218074945,0.0322726640693788,7.33628114411632,4.60325550966253
batch 08,4.5,0.0825961050468103,0.0218577835510935,6.73908654665186,3.84059322055696
batch 08,4.75,0.130828377160773,0.0193147602936605,6.97978907558124,3.17377907356791
batch 08,5.0,0.195449701428235,0.0248551562127559,8.15948169472708,2.69180694474218
batch 08,5.25,0.252043842393847,0.0418732640007805,10.0969050542191,2.48998134050484
batch 08,5.5,0.260995250253264,0.0708767265659675,12.0949909952144,2.68423998450084
batch 08,5.75,0.210107870996918,0.0988670484489916,13.1569241461216,3.28009126298889
batch 08,6.0,0.141465361403103,0.107306791368622,12.833963690082,4.01685545923642
batch 08,6.25,0.0947920819923915,0.0938317145318425,11.595777556425,4.52182211199553
batch 08,6.5,0.0747060545804688,0.0709491267544173,10.1340613438545,4.61194075800401
batch 08,6.75,0.0742873260730951,0.0503678489407022,8.899008867519,4.34713140483445
batch 08,7.0,0.0896855782764582,0.0368202582537067,8.1314490166989,3.89344038694883
batch 08,7.25,0.120096844168591,0.0307578644776952,7.97721751718933,3.4079819743131
batch 08,7.5,0.162318275326766,0.0320281766062885,8.51059569679187,3.00706943505862
batch 08,7.75,0.203771092899305,0.0413905246872971,9.64376880236862,2.78233149093024
batch 08,8.0,0.222594003327926,0.0586444248068504,11.0048739450365,2.8122527085377
batch 08,8.25,0.204568815450157,0.0780623034990161,11.9943806047918,3.1183928588349
